min_support,Purity,NMI,F1,Time
0.05,0.756787983824379,0.21864888647981762,0.6376107846126349,0.0878312500000007
0.15,0.6984402079722704,0.12745665275065862,0.5850611002917928,0.05093775000000278
0.25,0.6637781629116117,0.08194628664935324,0.5674527813712807,0.03930633299999897
0.35,0.5476603119584056,0.006555661481615333,0.5042821118317715,0.03249479200000138
0.45,0.5176198729058348,1.1541526737260617e-05,0.5335981817615741,0.029924916999995332
