min_support,Purity,NMI,F1,Time
0.05,0.2018867924528302,0.026191261422299487,0.1717920650984118,0.34263116599999677
0.15,0.22075471698113208,0.019518536332866834,0.15070943126266842,0.12692891700000075
0.25,0.20754716981132076,0.025806774051907882,0.15136062526807414,0.1125485000000026
0.35,0.21320754716981133,0.028379846508927005,0.15343788849574447,0.07277795900000683
0.45,0.19811320754716982,0.010478117038562764,0.1525852059285568,0.06830962499999771
