min_support,Purity,NMI,F1,Time
0.05,0.7059405940594059,0.5445291082327094,0.6449344436879135,3.0339833749999983
0.15,0.5732673267326732,0.317806805016491,0.4782213061734621,0.8192801670000023
0.25,0.5623762376237624,0.3325544553311427,0.46678715460444276,0.4840313750000007
0.35,0.49603960396039604,0.2075437863981613,0.39155305593456613,0.32514666600000197
0.45,0.5762376237623762,0.23593304611695345,0.41386179149837415,0.25009691599999684
