min_support,Purity,NMI,F1,Time
0.05,0.6661184210526315,0.25845334639224715,0.44989644142638424,5.031796624999998
0.15,0.622624269005848,0.1904471407100277,0.40762699786920875,1.425839916000001
0.25,0.4868421052631579,0.07291772702133792,0.37971365398803386,0.7700767500000012
0.35,0.5542763157894737,0.10799886064722507,0.36200330824975313,0.5405806669999933
0.45,0.47094298245614036,0.08557599733849551,0.36043169798654046,0.4599316660000028
