min_support,Purity,NMI,F1,Time
0.05,0.5020096463022508,0.2508395320849905,0.357155272459071,26.501395958000003
0.15,0.32114147909967844,0.06878816296567526,0.25886522939267737,5.216962125000002
0.25,0.42061897106109325,0.13647875662947598,0.29576666933966145,2.995076541000003
0.35,0.35610932475884244,0.1168279726521423,0.26929510347983315,2.3404808749999972
0.45,0.4137861736334405,0.13674524307052635,0.2918984205718706,1.9745805419999982
