max_support,Purity,NMI,F1,Time
0.5,0.5386138613861386,0.2302652116537379,0.41783991632365886,0.4380906669999973
0.6,0.6544554455445545,0.38092379075688004,0.5136893780923637,0.4323892909999998
0.7,0.5623762376237624,0.3325544553311427,0.46678715460444276,0.4652053330000001
0.8,0.5455445544554456,0.2533467624954343,0.4090992054771048,0.4639357089999976
0.9,0.4910891089108911,0.24589879194187364,0.39694446671324024,0.47094049999999754
