max_support,Purity,NMI,F1,Time
0.5,1.0,1.0,1.0,1.0833338329999997
0.6,0.6179469748470429,0.05271674847270769,0.572592287371444,1.1660821670000003
0.7,1.0,1.0,1.0,1.1956050419999995
0.8,1.0,1.0,1.0,1.2021132090000002
0.9,1.0,1.0,1.0,1.1968825830000007
