max_support,Purity,NMI,F1,Time
0.5,0.5579492773384238,0.22595650799970107,0.5022561191057433,2.8040529589999963
0.6,0.5944914098718298,0.26134527306052957,0.5098894593677112,2.8526644169999997
0.7,0.5391328061085355,0.13292209299112934,0.4480180082241397,3.0445772079999998
0.8,0.536951186255795,0.22564706277818017,0.507426421483328,3.068256708
0.9,0.536951186255795,0.22564706277818017,0.507426421483328,3.078865708000002
